"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","Plymouth_seaway","Plymouth_geodesic","RavennaH_seaway","RavennaH_geodesic","RavennaM_seaway","RavennaM_geodesic","Roscoff_seaway","Roscoff_geodesic","Toralla_seaway","Toralla_geodesic"
51.738034,-5.243537,1983,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,297,171,5069,1535,5069,1535,370,348,1120,1091
52.766576,-4.799122,1983,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,414,271,5185,1560,5185,1560,486,454,1237,1209
55.961549,-5.927823,1982,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.05,-5.94999999999999,9.94,780,644,5546,1824,5546,1824,853,827,1598,1551
51.733278,-5.285204,1982,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,297,171,5069,1537,5069,1537,370,348,1120,1089
51.736374,-5.270942,1982,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,297,171,5069,1536,5069,1536,370,348,1120,1090
54.08719,-5.912459,1982,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,556,431,5313,1699,5313,1699,629,613,1365,1335
54.0875,-5.910833,1982,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,556,431,5313,1699,5313,1699,629,613,1365,1336
38.64,0.08,1982,10,"Spain","HUMAN_OBSERVATION",38.65,0.15000000000001,6.19,2547,1346,2466,1203,2466,1203,2417,1166,1562,855
38.78,0.19,1982,12,"Spain","HUMAN_OBSERVATION",38.75,0.25000000000001,6.19,2561,1337,2458,1189,2458,1189,2431,1158,1576,857
50.160552,-5.033229,1982,NA,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,72,67,4909,1455,4909,1455,176,178,961,928
57.27731,-5.921013,1980,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.94999999999999,8.28,930,786,5696,1916,5696,1916,1002,970,1748,1694
54.669875,-8.814449,1980,11,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,894,574,5402,1895,5402,1895,945,742,1459,1383
54.669875,-8.814449,1980,NA,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,894,574,5402,1895,5402,1895,945,742,1459,1383
51.200897,-4.681637,1979,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,254,100,5031,1475,5031,1475,327,281,1084,1045
51.181169,-4.679061,1979,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,244,98,5021,1474,5021,1474,316,279,1074,1043
51.199166,-4.678674,1979,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,244,100,5021,1474,5021,1474,316,281,1074,1045
51.170358,-4.679864,1979,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,244,97,5021,1473,5021,1473,316,278,1074,1042
51.471914,-9.224018,1979,NA,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,433,377,4985,1781,4985,1781,484,485,1038,1028
51.542554,-4.236558,1978,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.55,-4.14999999999999,6.05,299,132,5077,1458,5077,1458,372,315,1130,1094
51.186084,-4.660741,1978,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,244,98,5021,1473,5021,1473,316,279,1074,1044
51.163791,-4.652305,1978,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,244,95,5021,1471,5021,1471,316,277,1074,1042
51.175306,-4.66012,1978,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,244,97,5021,1472,5021,1472,316,278,1074,1043
51.164754,-4.649499,1978,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,244,95,5021,1471,5021,1471,316,277,1074,1042
51.170847,-4.658433,1978,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,244,96,5021,1472,5021,1472,316,277,1074,1042
51.188779,-4.660896,1978,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,244,98,5021,1473,5021,1473,316,279,1074,1044
51.165652,-4.649551,1978,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,244,95,5021,1471,5021,1471,316,277,1074,1042
51.202857,-4.674593,1978,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,254,100,5031,1474,5031,1474,327,281,1084,1045
51.160036,-4.659241,1978,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,244,95,5021,1471,5021,1471,316,276,1074,1041
51.731199,-5.295193,1977,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,297,171,5069,1538,5069,1538,370,348,1120,1089
51.74446,-5.303403,1977,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,296,173,5067,1539,5067,1539,369,350,1119,1090
51.451913,-9.441432,1975,8,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,447,391,4983,1795,4983,1795,496,496,1038,1027
51.477666,-9.466713,1975,8,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,447,393,4983,1798,4983,1798,496,499,1038,1030
51.47998,-9.497017,1975,8,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,447,395,4983,1800,4983,1800,496,501,1038,1030
51.521835,-9.456605,1975,8,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,451,394,4994,1798,4994,1798,502,501,1049,1034
51.478903,-9.439403,1975,8,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,447,391,4983,1796,4983,1796,496,497,1038,1030
51.472477,-9.521239,1975,8,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,454,397,4982,1801,4982,1801,503,502,1039,1029
51.427923,-9.491002,1975,8,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,447,393,4983,1798,4983,1798,496,497,1038,1024
51.458959,-9.453164,1975,8,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,447,392,4983,1796,4983,1796,496,497,1038,1027
51.475959,-9.459462,1975,8,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,447,393,4983,1797,4983,1797,496,498,1038,1029
51.500128,-9.467434,1975,8,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,451,394,4994,1798,4994,1798,502,500,1049,1032
51.461283,-9.410071,1975,8,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,447,389,4983,1793,4983,1793,496,495,1038,1028
53.180455,-9.122514,1973,NA,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,714,464,5223,1841,5223,1841,765,614,1280,1218
51.471914,-9.224018,1972,7,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,433,377,4985,1781,4985,1781,484,485,1038,1028
48.67528,-3.88611,1970,8,"France","HUMAN_OBSERVATION",NA,NA,NA,192,189,4839,1327,4839,1327,13,8,892,812
51.688799,-5.267508,1960,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,286,166,5058,1534,5058,1534,359,343,1110,1085
53.180455,-9.122514,1960,NA,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,714,464,5223,1841,5223,1841,765,614,1280,1218
51.493684,-9.289396,1960,NA,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,433,382,4985,1786,4985,1786,484,490,1038,1031
51.738093,-9.520731,1960,NA,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,474,406,5017,1810,5017,1810,525,519,1072,1059
51.470324,-9.367893,1960,NA,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,440,386,4984,1791,4984,1791,489,493,1036,1028
53.268782,-9.274711,1960,NA,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,701,478,5210,1854,5210,1854,752,628,1267,1228
51.502669,-9.28965,1950,NA,"Ireland","HUMAN_OBSERVATION",51.45,-9.24999999999999,6.48,433,378,4985,1782,4985,1782,484,485,1038,1026
53.319594,-9.853993,1950,NA,"Ireland","HUMAN_OBSERVATION",53.25,-9.84999999999999,7.75,688,507,5197,1889,5197,1889,739,651,1254,1228
53.357755,-9.70544,1950,NA,"Ireland","HUMAN_OBSERVATION",53.25,-9.74999999999999,12.36,689,502,5198,1883,5198,1883,740,647,1255,1228
48.88803,-1.80372,1937,NA,"France","HUMAN_OBSERVATION",NA,NA,NA,238,236,4993,1188,4993,1188,165,160,1046,918
54.645067,-5.85452,1907,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,626,490,5393,1729,5393,1729,699,672,1445,1397
51.851281,-8.007982,1836,12,"Ireland","HUMAN_OBSERVATION",51.85,-7.94999999999999,3.99,381,313,5044,1712,5044,1712,453,449,1096,1071
51.927999,-5.23686,NA,NA,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,319,189,5090,1543,5090,1543,392,368,1142,1111
48.88803,-1.80372,NA,NA,"France","HUMAN_OBSERVATION",NA,NA,NA,238,236,4993,1188,4993,1188,165,160,1046,918
43.25512,3.50845,NA,NA,"France","HUMAN_OBSERVATION",NA,NA,NA,3149,982,2285,723,2285,723,3019,838,2164,1012
41.68,2.81,NA,NA,"Spain","HUMAN_OBSERVATION",NA,NA,NA,2954,1105,2296,835,2296,835,2824,945,1969,962
50.10338,-5.547066,NA,NA,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.05,-5.54999999999999,5.95,119,106,4882,1486,4882,1486,187,188,935,904
55.755333,-5.071167,NA,NA,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",55.75,-5.14999999999999,4.97,745,603,5511,1764,5511,1764,817,787,1563,1526
58.54827,11.09336,2020,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1476,1339,6338,1571,6338,1571,1511,1473,2391,2282
58.54827,11.09336,2020,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1476,1339,6338,1571,6338,1571,1511,1473,2391,2282
58.54827,11.09336,2020,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1476,1339,6338,1571,6338,1571,1511,1473,2391,2282
58.54827,11.09336,2020,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1476,1339,6338,1571,6338,1571,1511,1473,2391,2282
50.103323,-5.547187,2019,12,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",50.05,-5.54999999999999,5.94,119,106,4882,1486,4882,1486,187,188,935,904
50.103323,-5.547187,2019,12,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",50.05,-5.54999999999999,5.94,119,106,4882,1486,4882,1486,187,188,935,904
50.103323,-5.547187,2018,4,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",50.05,-5.54999999999999,5.94,119,106,4882,1486,4882,1486,187,188,935,904
50.103323,-5.547187,2018,4,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",50.05,-5.54999999999999,5.94,119,106,4882,1486,4882,1486,187,188,935,904
50.103323,-5.547187,2018,4,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",50.05,-5.54999999999999,5.94,119,106,4882,1486,4882,1486,187,188,935,904
50.103323,-5.547187,2018,4,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",50.05,-5.54999999999999,5.94,119,106,4882,1486,4882,1486,187,188,935,904
50.103323,-5.547187,2018,5,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",50.05,-5.54999999999999,5.94,119,106,4882,1486,4882,1486,187,188,935,904
50.103323,-5.547187,2018,5,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",50.05,-5.54999999999999,5.94,119,106,4882,1486,4882,1486,187,188,935,904
50.103323,-5.547187,2018,5,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",50.05,-5.54999999999999,5.94,119,106,4882,1486,4882,1486,187,188,935,904
50.103323,-5.547187,2018,5,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",50.05,-5.54999999999999,5.94,119,106,4882,1486,4882,1486,187,188,935,904
50.103323,-5.547187,2018,6,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",50.05,-5.54999999999999,5.94,119,106,4882,1486,4882,1486,187,188,935,904
50.103323,-5.547187,2018,6,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",50.05,-5.54999999999999,5.94,119,106,4882,1486,4882,1486,187,188,935,904
54.271335,-9.957329,2018,9,"Ireland","MATERIAL_SAMPLE",54.35,-9.94999999999999,8.77,810,593,5319,1944,5319,1944,861,751,1376,1351
54.271335,-9.957329,2018,9,"Ireland","MATERIAL_SAMPLE",54.35,-9.94999999999999,8.77,810,593,5319,1944,5319,1944,861,751,1376,1351
55.747797,-4.915831,2016,3,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,745,601,5511,1753,5511,1753,817,785,1563,1529
55.747797,-4.915831,2016,3,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,745,601,5511,1753,5511,1753,817,785,1563,1529
57.001282,-7.317869,2016,4,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,913,767,5662,1956,5662,1956,986,949,1719,1646
56.985759,-7.360757,2016,4,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,903,766,5651,1957,5651,1957,976,948,1708,1644
56.988519,-7.35916,2016,4,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,903,767,5651,1957,5651,1957,976,948,1708,1645
57.107856,-7.207678,2016,4,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,921,777,5674,1957,5674,1957,994,959,1731,1659
57.019255,-7.307978,2016,4,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,913,769,5662,1956,5662,1956,986,951,1719,1648
56.999635,-7.325589,2016,4,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,903,767,5651,1956,5651,1956,976,949,1708,1646
56.987532,-7.365463,2016,4,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,903,767,5651,1957,5651,1957,976,948,1708,1645
56.985471,-7.357319,2016,4,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,903,766,5651,1956,5651,1956,976,948,1708,1644
56.958368,-7.389211,2016,4,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,903,764,5651,1956,5651,1956,976,945,1708,1641
56.958465,-7.385915,2016,4,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,903,764,5651,1956,5651,1956,976,945,1708,1641
58.987687,-2.957954,2015,6,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",59.05,-2.94999999999999,6.95,1229,970,5996,1928,5996,1928,1302,1152,2048,1914
58.987687,-2.957954,2015,6,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",59.05,-2.94999999999999,6.95,1229,970,5996,1928,5996,1928,1302,1152,2048,1914
59.323119,-2.976006,2015,6,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",59.35,-3.04999999999999,5.16,1228,1002,5994,1957,5994,1957,1301,1185,2047,1945
59.323119,-2.976006,2015,6,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",59.35,-3.04999999999999,5.16,1228,1002,5994,1957,5994,1957,1301,1185,2047,1945
58.351,11.15708,2010,9,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1465,1329,6327,1549,6327,1549,1501,1461,2380,2270
58.35124,11.15701,2010,9,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1465,1329,6327,1549,6327,1549,1501,1461,2380,2270
58.29883,11.331,2005,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1472,1334,6335,1542,6335,1542,1508,1465,2388,2273
58.251,11.37783,2000,7,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1472,1333,6335,1537,6335,1537,1508,1464,2388,2271
58.25098,11.37778,1998,7,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1472,1333,6335,1537,6335,1537,1508,1464,2388,2271
58.28575,11.33527,1997,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1472,1333,6335,1541,6335,1541,1508,1465,2388,2272
58.21048,11.34243,1997,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1472,1329,6335,1532,6335,1532,1508,1460,2388,2267
58.24377,11.37232,1997,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1472,1332,6335,1536,6335,1536,1508,1463,2388,2271
58.26148,11.38608,1995,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1472,1334,6335,1538,6335,1538,1508,1465,2388,2273
58.24377,11.37232,1994,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1472,1332,6335,1536,6335,1536,1508,1463,2388,2271
58.28575,11.33527,1993,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1472,1333,6335,1541,6335,1541,1508,1465,2388,2272
58.28575,11.33527,1993,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1472,1333,6335,1541,6335,1541,1508,1465,2388,2272
58.28575,11.33527,1993,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1472,1333,6335,1541,6335,1541,1508,1465,2388,2272
55.53333,-1.616667,1983,5,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",55.55,-1.54999999999999,4.59,1005,603,5867,1581,5867,1581,1040,778,1920,1571
55.53333,-1.616667,1983,5,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",55.55,-1.54999999999999,4.59,1005,603,5867,1581,5867,1581,1040,778,1920,1571
50.161035,-5.033656,1983,7,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,72,67,4909,1455,4909,1455,176,178,961,928
50.3673,-4.1554,2019,NA,"United Kingdom of Great Britain and Northern Ireland","OCCURRENCE",NA,NA,NA,0,0,4958,1404,4958,1404,180,184,1011,972
50.3673,-4.1554,2019,NA,"United Kingdom of Great Britain and Northern Ireland","OCCURRENCE",NA,NA,NA,0,0,4958,1404,4958,1404,180,184,1011,972
50.3668,-4.1561,2019,NA,"United Kingdom of Great Britain and Northern Ireland","OCCURRENCE",NA,NA,NA,0,0,4958,1404,4958,1404,180,184,1011,972
50.3674,-4.1544,2019,NA,"United Kingdom of Great Britain and Northern Ireland","OCCURRENCE",NA,NA,NA,0,0,4958,1404,4958,1404,180,184,1011,972
50.3674,-4.1544,2019,NA,"United Kingdom of Great Britain and Northern Ireland","OCCURRENCE",NA,NA,NA,0,0,4958,1404,4958,1404,180,184,1011,972
38.4777,-8.97235,2014,9,"Portugal","OCCURRENCE",NA,NA,NA,1464,1375,3527,1894,3527,1894,1333,1207,478,417
38.441133,-9.0505,2014,9,"Portugal","OCCURRENCE",38.45,-8.94999999999999,8.82,1464,1377,3527,1894,3527,1894,1333,1209,478,420
38.434667,-9.071233,2014,9,"Portugal","OCCURRENCE",38.35,-9.04999999999999,9.61,1449,1390,3518,1907,3518,1907,1319,1222,464,431
38.434667,-9.071233,2014,9,"Portugal","OCCURRENCE",38.35,-9.04999999999999,9.61,1449,1390,3518,1907,3518,1907,1319,1222,464,431
38.434417,-9.068283,2014,9,"Portugal","OCCURRENCE",38.35,-9.04999999999999,9.53,1449,1390,3518,1907,3518,1907,1319,1222,464,431
38.43435,-9.066883,2014,9,"Portugal","OCCURRENCE",38.35,-9.04999999999999,9.5,1449,1390,3518,1907,3518,1907,1319,1222,464,431
38.432567,-9.102,2014,9,"Portugal","OCCURRENCE",38.35,-9.14999999999999,10.1,1443,1393,3519,1914,3519,1914,1313,1225,457,432
38.4165,-9.181583,2014,9,"Portugal","OCCURRENCE",38.45,-9.24999999999999,7.04,1429,1384,3532,1917,3532,1917,1299,1217,443,421
38.415467,-9.189067,2014,9,"Portugal","OCCURRENCE",38.45,-9.24999999999999,6.56,1429,1384,3532,1917,3532,1917,1299,1217,443,421
38.40885,-9.195983,2014,9,"Portugal","OCCURRENCE",38.45,-9.24999999999999,6.57,1429,1384,3532,1917,3532,1917,1299,1217,443,421
38.409417,-9.195233,2014,10,"Portugal","OCCURRENCE",38.45,-9.24999999999999,6.57,1429,1384,3532,1917,3532,1917,1299,1217,443,421
38.406967,-9.19235,2010,7,"Portugal","OCCURRENCE",38.45,-9.24999999999999,6.94,1429,1384,3532,1917,3532,1917,1299,1217,443,421
38.406967,-9.19235,2010,8,"Portugal","OCCURRENCE",38.45,-9.24999999999999,6.94,1429,1384,3532,1917,3532,1917,1299,1217,443,421
38.406967,-9.19235,2010,8,"Portugal","OCCURRENCE",38.45,-9.24999999999999,6.94,1429,1384,3532,1917,3532,1917,1299,1217,443,421
38.406967,-9.19235,2010,8,"Portugal","OCCURRENCE",38.45,-9.24999999999999,6.94,1429,1384,3532,1917,3532,1917,1299,1217,443,421
38.406967,-9.19235,2010,8,"Portugal","OCCURRENCE",38.45,-9.24999999999999,6.94,1429,1384,3532,1917,3532,1917,1299,1217,443,421
38.406967,-9.19235,2010,8,"Portugal","OCCURRENCE",38.45,-9.24999999999999,6.94,1429,1384,3532,1917,3532,1917,1299,1217,443,421
41.86,3.18,1998,3,"Spain","OCCURRENCE",41.85,3.25000000000001,5.91,2991,1105,2268,794,2268,794,2860,949,2005,996
41.86,3.18,1998,3,"Spain","OCCURRENCE",41.85,3.25000000000001,5.91,2991,1105,2268,794,2268,794,2860,949,2005,996
41.86,3.18,1998,9,"Spain","OCCURRENCE",41.85,3.25000000000001,5.91,2991,1105,2268,794,2268,794,2860,949,2005,996
41.86,3.18,1998,9,"Spain","OCCURRENCE",41.85,3.25000000000001,5.91,2991,1105,2268,794,2268,794,2860,949,2005,996
41.86,3.18,1998,12,"Spain","OCCURRENCE",41.85,3.25000000000001,5.91,2991,1105,2268,794,2268,794,2860,949,2005,996
41.86,3.18,1989,1,"Spain","OCCURRENCE",41.85,3.25000000000001,5.91,2991,1105,2268,794,2268,794,2860,949,2005,996
41.86,3.18,1989,1,"Spain","OCCURRENCE",41.85,3.25000000000001,5.91,2991,1105,2268,794,2268,794,2860,949,2005,996
41.86,3.18,1989,2,"Spain","OCCURRENCE",41.85,3.25000000000001,5.91,2991,1105,2268,794,2268,794,2860,949,2005,996
41.86,3.18,1989,2,"Spain","OCCURRENCE",41.85,3.25000000000001,5.91,2991,1105,2268,794,2268,794,2860,949,2005,996
41.86,3.18,1989,10,"Spain","OCCURRENCE",41.85,3.25000000000001,5.91,2991,1105,2268,794,2268,794,2860,949,2005,996
41.86,3.18,1988,3,"Spain","OCCURRENCE",41.85,3.25000000000001,5.91,2991,1105,2268,794,2268,794,2860,949,2005,996
41.86,3.18,1988,9,"Spain","OCCURRENCE",41.85,3.25000000000001,5.91,2991,1105,2268,794,2268,794,2860,949,2005,996
41.86,3.18,1988,NA,"Spain","OCCURRENCE",41.85,3.25000000000001,5.91,2991,1105,2268,794,2268,794,2860,949,2005,996
42.31,3.18,1984,2,"Spain","OCCURRENCE",42.25,3.15000000000001,7.12,3035,1062,2288,784,2288,784,2905,908,2050,984
42.31,3.3,1984,2,"Spain","OCCURRENCE",NA,NA,NA,3046,1063,2274,770,2274,770,2916,910,2061,996
42.31,3.18,1984,2,"Spain","OCCURRENCE",42.25,3.15000000000001,7.12,3035,1062,2288,784,2288,784,2905,908,2050,984
42.31,3.3,1984,2,"Spain","OCCURRENCE",NA,NA,NA,3046,1063,2274,770,2274,770,2916,910,2061,996
42.31,3.18,1984,5,"Spain","OCCURRENCE",42.25,3.15000000000001,7.12,3035,1062,2288,784,2288,784,2905,908,2050,984
42.31,3.18,1984,5,"Spain","OCCURRENCE",42.25,3.15000000000001,7.12,3035,1062,2288,784,2288,784,2905,908,2050,984
42.31,3.18,1984,7,"Spain","OCCURRENCE",42.25,3.15000000000001,7.12,3035,1062,2288,784,2288,784,2905,908,2050,984
42.31,3.18,1984,7,"Spain","OCCURRENCE",42.25,3.15000000000001,7.12,3035,1062,2288,784,2288,784,2905,908,2050,984
42.31,3.3,1984,8,"Spain","OCCURRENCE",NA,NA,NA,3046,1063,2274,770,2274,770,2916,910,2061,996
41.68,2.93,1983,1,"Spain","OCCURRENCE",NA,NA,NA,2959,1109,2288,826,2288,826,2828,951,1973,972
41.68,2.93,1983,5,"Spain","OCCURRENCE",NA,NA,NA,2959,1109,2288,826,2288,826,2828,951,1973,972
41.68,2.93,1983,8,"Spain","OCCURRENCE",NA,NA,NA,2959,1109,2288,826,2288,826,2828,951,1973,972
41.68,2.93,1983,10,"Spain","OCCURRENCE",NA,NA,NA,2959,1109,2288,826,2288,826,2828,951,1973,972
42.31,3.18,1983,11,"Spain","OCCURRENCE",42.25,3.15000000000001,7.12,3035,1062,2288,784,2288,784,2905,908,2050,984
42.31,3.3,1983,11,"Spain","OCCURRENCE",NA,NA,NA,3046,1063,2274,770,2274,770,2916,910,2061,996
41.68,2.93,1983,11,"Spain","OCCURRENCE",NA,NA,NA,2959,1109,2288,826,2288,826,2828,951,1973,972
42.31,3.18,1983,11,"Spain","OCCURRENCE",42.25,3.15000000000001,7.12,3035,1062,2288,784,2288,784,2905,908,2050,984
42.31,3.3,1983,11,"Spain","OCCURRENCE",NA,NA,NA,3046,1063,2274,770,2274,770,2916,910,2061,996
42.31,3.18,1983,11,"Spain","OCCURRENCE",42.25,3.15000000000001,7.12,3035,1062,2288,784,2288,784,2905,908,2050,984
42.31,3.3,1983,11,"Spain","OCCURRENCE",NA,NA,NA,3046,1063,2274,770,2274,770,2916,910,2061,996
41.68,2.93,1982,2,"Spain","OCCURRENCE",NA,NA,NA,2959,1109,2288,826,2288,826,2828,951,1973,972
41.68,2.93,1982,2,"Spain","OCCURRENCE",NA,NA,NA,2959,1109,2288,826,2288,826,2828,951,1973,972
41.68,2.93,1982,4,"Spain","OCCURRENCE",NA,NA,NA,2959,1109,2288,826,2288,826,2828,951,1973,972
41.68,2.93,1982,5,"Spain","OCCURRENCE",NA,NA,NA,2959,1109,2288,826,2288,826,2828,951,1973,972
41.68,2.93,1982,5,"Spain","OCCURRENCE",NA,NA,NA,2959,1109,2288,826,2288,826,2828,951,1973,972
41.68,2.93,1982,7,"Spain","OCCURRENCE",NA,NA,NA,2959,1109,2288,826,2288,826,2828,951,1973,972
41.68,2.93,1982,7,"Spain","OCCURRENCE",NA,NA,NA,2959,1109,2288,826,2288,826,2828,951,1973,972
41.68,2.93,1982,7,"Spain","OCCURRENCE",NA,NA,NA,2959,1109,2288,826,2288,826,2828,951,1973,972
41.68,2.93,1982,8,"Spain","OCCURRENCE",NA,NA,NA,2959,1109,2288,826,2288,826,2828,951,1973,972
41.68,2.93,1982,10,"Spain","OCCURRENCE",NA,NA,NA,2959,1109,2288,826,2288,826,2828,951,1973,972
41.68,2.93,1981,11,"Spain","OCCURRENCE",NA,NA,NA,2959,1109,2288,826,2288,826,2828,951,1973,972
41.68,2.93,1981,11,"Spain","OCCURRENCE",NA,NA,NA,2959,1109,2288,826,2288,826,2828,951,1973,972
